latitude,longitude,weather,road_type,time_of_day,risk_score,severity
28.6633847750568,76.8482270064949,Clear,Residential,Morning,26,0
28.67884245505736,77.21086344904265,Fog,Market Area,Evening,83,2
28.4119403120417,77.21407220304725,Clear,Residential,Morning,24,0
28.658960090260603,76.99994753739831,Thunderstorm,Highway,Night,98,2
28.458584939879465,77.27017626663743,Clouds,Highway,Evening,48,1
28.74335829739075,77.11359388043704,Clouds,Intersection,Evening,45,1
28.74997242401906,77.29792811028535,Fog,City Street,Night,79,2
28.632700647993808,76.86326554128638,Clear,City Street,Late Night,43,1
28.422238553964622,77.08150749019052,Clear,Residential,Evening,34,0
28.814492175241973,77.26831393168825,Clear,Intersection,Late Night,60,1
28.799642061467274,77.1963120036717,Fog,Intersection,Night,100,2
28.683702181162662,77.3161065240587,Clear,Highway,Night,61,1
28.778674374964407,76.95146446242791,Thunderstorm,Intersection,Evening,100,2
28.66003265864635,77.02907943261057,Rain,Market Area,Night,75,1
28.66869274423565,77.06589400303918,Clouds,Intersection,Evening,47,1
28.514569631056656,76.97508951410504,Clear,Highway,Morning,27,0
28.75047938838635,77.2708793198543,Drizzle,Intersection,Late Night,81,2
28.62840749454696,77.17603530050022,Clouds,Intersection,Afternoon,44,1
28.497197641956145,76.95380725801733,Rain,Market Area,Afternoon,47,1
28.778067327954453,76.99513016340094,Clear,Intersection,Late Night,52,1
28.479274831056653,77.24648913552261,Drizzle,Market Area,Night,60,1
28.66099694387527,76.97723056826945,Thunderstorm,Intersection,Afternoon,80,2
28.819936910811137,77.18456325027276,Fog,Market Area,Morning,68,1
28.45568024128791,77.27565521865964,Clear,Highway,Late Night,55,1
28.710328275279657,76.9711801778683,Fog,City Street,Night,81,2
28.429370640377574,77.27638008086049,Drizzle,Residential,Evening,55,1
28.444940042807996,77.00797083022675,Thunderstorm,Residential,Night,100,2
28.805527291762356,76.93979351529615,Fog,City Street,Morning,51,1
28.879403934578995,77.10050170279543,Fog,Intersection,Late Night,100,2
28.47561616928358,77.164216368527,Clouds,Residential,Late Night,57,1
28.84349477695512,77.23420188198357,Drizzle,Intersection,Late Night,68,1
28.401341683311514,77.24162948889028,Clear,Residential,Morning,18,0
28.679105770868638,77.15864380969863,Rain,Market Area,Night,79,2
28.668763209842492,77.31258173735613,Clouds,Intersection,Afternoon,41,1
28.84971453447136,77.11015774715507,Rain,Residential,Afternoon,31,0
28.631787093449088,77.08213949323846,Clear,Intersection,Afternoon,42,1
28.58339583449767,77.28566874588938,Rain,Market Area,Evening,60,1
28.847082320871916,77.28286222348777,Fog,Residential,Afternoon,55,1
28.81142527960607,77.28346172948872,Drizzle,Market Area,Morning,38,0
28.795251948918352,76.84070519737585,Clear,Residential,Afternoon,6,0
28.75899612927798,77.03243955022636,Rain,Intersection,Afternoon,58,1
28.553718600894364,77.14976034417325,Thunderstorm,Residential,Late Night,85,2
28.60198141137823,76.87329681928468,Clouds,Market Area,Night,43,1
28.771765602724813,77.14410830925961,Rain,Intersection,Late Night,97,2
28.809486865275623,77.1078897995446,Drizzle,Residential,Evening,38,0
28.593539942948148,77.10309569819819,Clouds,Market Area,Night,39,0
28.80894444686047,77.05861166474645,Thunderstorm,Market Area,Night,97,2
28.502542799522796,77.01811670984202,Rain,Market Area,Evening,59,1
28.519720597718024,77.28227516936664,Drizzle,Intersection,Morning,39,0
28.858162320198517,77.1182587572099,Drizzle,City Street,Afternoon,25,0
28.464093437563644,76.84312333278041,Clouds,Highway,Late Night,63,1
28.79655284702592,76.99828516251314,Fog,City Street,Late Night,84,2
28.55013215512067,77.31200219784266,Rain,Residential,Afternoon,40,0
28.873580943498677,77.26760153921157,Clear,Highway,Morning,28,0
28.64922998042354,77.32962713246145,Rain,Highway,Night,80,2
28.592653147089642,77.1396124992347,Rain,City Street,Late Night,81,2
28.6849278469227,76.85655117157113,Rain,Intersection,Late Night,84,2
28.563214481476045,76.9696731892194,Rain,Highway,Night,84,2
28.469588639213654,77.15876995563674,Clouds,Intersection,Afternoon,47,1
28.556955850156527,76.95182581506417,Thunderstorm,City Street,Evening,84,2
28.685288733231356,76.98915301998616,Drizzle,Residential,Night,52,1
28.746699232141214,77.09807511707534,Clouds,City Street,Morning,9,0
28.712844043131817,77.01975212018536,Clear,City Street,Evening,24,0
28.495454049628247,77.31275553413987,Rain,City Street,Afternoon,37,0
28.46826301561325,77.29944901162484,Clear,City Street,Afternoon,10,0
28.652998660779158,77.04685588693116,Drizzle,Market Area,Afternoon,34,0
28.686357666937344,77.08318075272024,Drizzle,Intersection,Morning,44,1
28.52794963988302,76.95119582023264,Drizzle,Intersection,Afternoon,58,1
28.86622731346583,76.89862082268802,Rain,Intersection,Morning,58,1
28.71625636918859,76.89809382471337,Rain,Residential,Night,75,1
28.686024762904808,77.14497374469607,Clouds,City Street,Morning,17,0
28.737145531268556,77.209304047694,Drizzle,Market Area,Night,51,1
28.492316717256525,77.11230061019653,Rain,Market Area,Night,60,1
28.667380475998744,77.28288287784922,Thunderstorm,Market Area,Morning,58,1
28.682181679148957,77.00286852729099,Fog,City Street,Night,95,2
28.52985607672084,77.083123449825,Clear,Residential,Night,35,0
28.424931291876486,77.04217661467904,Clouds,Market Area,Morning,13,0
28.637565437933304,77.22254525204715,Fog,Intersection,Afternoon,93,2
28.757860353571434,77.20981776419984,Clouds,Highway,Late Night,61,1
28.71650857843758,77.31452105400825,Fog,Market Area,Afternoon,65,1
28.66254946564263,77.0196076637531,Clear,Intersection,Night,54,1
28.773968300895348,77.03024850827532,Clear,Intersection,Afternoon,44,1
28.84322416473052,76.9913695184475,Thunderstorm,Highway,Afternoon,81,2
28.76532981392439,77.22728159731831,Clear,Residential,Afternoon,13,0
28.75110610667282,77.0098391381608,Thunderstorm,Residential,Evening,90,2
28.732532655552372,77.22055625936423,Drizzle,Highway,Afternoon,60,1
28.408401418302134,76.86677841193426,Rain,Highway,Late Night,90,2
28.61609728626234,76.87327898135904,Rain,Residential,Night,70,1
28.648482631460162,77.14783041084475,Clouds,Highway,Night,56,1
28.747945463214517,77.16003064462323,Thunderstorm,Intersection,Night,100,2
28.545912985169682,77.1516285289942,Fog,Market Area,Late Night,82,2
28.662935603375793,76.98512404032775,Fog,Highway,Morning,73,1
28.487402862478007,77.19388030419063,Drizzle,Market Area,Late Night,57,1
28.57081669194672,77.01160197233368,Clouds,Market Area,Night,44,1
28.466025688915416,76.87454376014108,Thunderstorm,Residential,Night,81,2
28.674792642701316,77.19643898352375,Drizzle,Market Area,Evening,35,0
28.861938220095603,77.09008051028253,Fog,Highway,Late Night,100,2
28.62073338415245,77.17878427623079,Drizzle,Market Area,Evening,49,1
28.7193655278876,76.96175710379346,Rain,City Street,Afternoon,56,1
28.56495227724829,77.08668523050828,Fog,City Street,Morning,57,1
28.820666026034928,76.85472905197531,Clouds,Market Area,Morning,14,0
28.559874908295534,77.13867682835884,Drizzle,Intersection,Late Night,87,2
28.674045010974545,77.25496806673202,Rain,Residential,Evening,61,1
28.615934148936,77.31111112055953,Rain,Intersection,Evening,86,2
28.554260121190357,77.26023655762363,Fog,Residential,Night,75,1
28.84259258575594,77.31611098369218,Thunderstorm,Intersection,Night,100,2
28.658576698273595,77.04400659878131,Fog,Intersection,Morning,77,2
28.473160943233935,77.17229300645143,Clouds,Residential,Night,51,1
28.510220005690222,76.92338356027415,Clear,Highway,Evening,64,1
28.486440172924013,77.12258004285226,Drizzle,City Street,Morning,30,0
28.877536631110257,77.06359998962665,Clouds,Market Area,Evening,33,0
28.449270213769925,77.13502512914344,Clear,City Street,Evening,47,1
28.510623622185868,77.2680646556059,Thunderstorm,City Street,Morning,56,1
28.46471372952252,76.84048584259058,Rain,City Street,Night,83,2
28.47053708581121,77.16814169768047,Fog,Market Area,Late Night,82,2
28.73491308335709,77.29193109697744,Clouds,Intersection,Afternoon,42,1
28.804311958921527,77.26955222907891,Clear,Market Area,Afternoon,14,0
28.69233664951054,76.86774181784688,Drizzle,Market Area,Afternoon,29,0
28.645260452354616,76.94444530051868,Drizzle,City Street,Morning,29,0
28.62281868012893,77.05338835262931,Clear,Intersection,Night,67,1
28.556598812969227,76.91748901525037,Fog,City Street,Late Night,87,2
28.76768729226705,77.24827331003421,Rain,Residential,Evening,62,1
28.850012239653168,77.19268778473891,Rain,Intersection,Evening,79,2
28.52184305357271,77.29437452125805,Thunderstorm,Highway,Evening,100,2
28.72794685742203,77.1761596693386,Drizzle,Highway,Morning,48,1
28.551498517952737,77.15578586273504,Thunderstorm,Intersection,Late Night,100,2
28.616351715220365,77.33364414750854,Clear,Highway,Evening,39,0
28.427440395282876,77.0085644889177,Drizzle,Market Area,Morning,24,0
28.574077275623868,77.33495043298151,Clouds,Residential,Evening,30,0
28.686724577124732,77.00824542006556,Clear,Intersection,Afternoon,33,0
28.450941716677765,76.97861232930107,Clear,Highway,Evening,44,1
28.545150457478915,76.97703998933666,Drizzle,Highway,Afternoon,46,1
28.531510195305945,77.0854363462172,Clouds,Market Area,Morning,8,0
28.825402763854168,76.92612370943428,Clouds,Market Area,Morning,32,0
28.40998322145516,76.91735117022861,Clear,City Street,Late Night,37,0
28.687905982588084,76.94304016822042,Clear,Highway,Night,54,1
28.779664871764393,77.11876103582237,Drizzle,Intersection,Late Night,75,1
28.859711699840346,77.19599906596174,Drizzle,Highway,Evening,49,1
28.63777616721106,77.14909954395618,Clouds,City Street,Night,45,1
28.664032937035532,77.12645087373568,Clouds,City Street,Evening,40,0
28.671769294869616,76.93567626129483,Clouds,Residential,Evening,42,1
28.870694356840403,76.85162387069636,Rain,Residential,Evening,46,1
28.752162525210355,77.2706432297935,Clouds,Market Area,Morning,19,0
28.78378960646114,77.14428895159378,Clear,Highway,Late Night,45,1
28.550030214569553,77.25429161424556,Rain,Intersection,Morning,67,1
28.87071603752357,76.9822583316454,Fog,Market Area,Morning,57,1
28.608614289848063,77.0375270398854,Fog,Intersection,Afternoon,79,2
28.878398580708062,77.02417294607329,Drizzle,Intersection,Morning,53,1
28.67323906636816,77.29556094141034,Fog,Market Area,Afternoon,66,1
28.4842264446846,77.2088924591864,Clear,City Street,Late Night,43,1
28.823175952981586,77.02697313597757,Thunderstorm,Residential,Late Night,100,2
28.84084595733829,76.94772032743884,Fog,Market Area,Late Night,84,2
28.618179529134434,77.09863825049855,Rain,City Street,Morning,33,0
28.616026114911435,77.22352468126608,Drizzle,City Street,Morning,29,0
28.84378477895097,77.12711192996191,Clouds,Intersection,Afternoon,41,1
28.705791916581184,76.85521198078811,Clouds,Highway,Evening,40,0
28.816351089069233,77.32243186495018,Clear,Market Area,Late Night,29,0
28.65762889389962,77.29802650902013,Drizzle,Residential,Morning,47,1
28.463542542785973,77.2847586770035,Thunderstorm,Intersection,Morning,94,2
28.551124360753178,76.93657672622086,Drizzle,Residential,Late Night,47,1
28.852979897811412,76.96525725931835,Rain,Highway,Morning,65,1
28.493048340526823,77.08323390994505,Rain,Intersection,Evening,83,2
28.788132493176647,77.17817240721524,Drizzle,Residential,Evening,65,1
28.819353636485097,77.17979140990731,Thunderstorm,Market Area,Morning,76,2
28.440951167731722,77.27316309378304,Clouds,Market Area,Night,51,1
28.78110124306349,77.20684655117901,Clouds,City Street,Morning,11,0
28.875013671862114,77.27965481092555,Drizzle,Intersection,Afternoon,42,1
28.50328690780803,77.01030157518812,Thunderstorm,City Street,Evening,70,1
28.52483343534107,77.03616918010808,Rain,Residential,Late Night,72,1
28.641218556240872,77.29668520065938,Thunderstorm,Highway,Night,100,2
28.647474681827575,77.07231973404421,Drizzle,Market Area,Afternoon,38,0
28.799637353913056,77.21982529424272,Thunderstorm,Residential,Morning,71,1
28.846352200955124,76.86451934486921,Rain,Market Area,Morning,47,1
28.57992479414146,77.24870432306112,Clouds,Intersection,Night,61,1
28.761401745655945,77.11934773564052,Clear,City Street,Afternoon,24,0
28.746804492217287,77.09254116406852,Rain,City Street,Late Night,69,1
28.86585064199106,77.15960832082132,Thunderstorm,Intersection,Morning,97,2
28.816615967577228,76.92169330397212,Rain,Intersection,Night,84,2
28.739167423932322,77.15639441319625,Clouds,City Street,Night,57,1
28.5811670779851,77.31819920313747,Thunderstorm,Market Area,Afternoon,82,2
28.72573247676423,77.04920426480416,Thunderstorm,Market Area,Morning,61,1
28.69334296241681,77.19878211879102,Clear,Residential,Night,36,0
28.518881432369092,77.16115204458559,Thunderstorm,City Street,Late Night,91,2
28.523656012076618,77.1628204975351,Clear,Intersection,Night,54,1
28.678418918386193,77.19988787260262,Rain,Highway,Late Night,82,2
28.590937684838014,77.0845947001529,Fog,Residential,Morning,59,1
28.66331626317868,77.2069218016823,Clouds,Highway,Late Night,54,1
28.71920382370737,76.94092017921152,Fog,City Street,Afternoon,56,1
28.65021670286955,76.9176600457245,Thunderstorm,City Street,Evening,74,1
28.41222036722415,77.05275204933197,Rain,Intersection,Afternoon,75,1
28.865596918446382,76.96506974230972,Drizzle,Highway,Evening,67,1
28.83344149662751,77.27691287761218,Clouds,Highway,Afternoon,24,0
28.458851689004177,77.25264770004726,Drizzle,Highway,Night,83,2
28.538122409421106,77.28246216937382,Clouds,Residential,Morning,16,0
28.56381010689179,77.03614279057754,Drizzle,Highway,Afternoon,40,0
28.8794109045306,77.14861404617804,Drizzle,Residential,Morning,39,0
28.528128740141064,77.28038737100826,Clouds,Market Area,Night,48,1
28.732741302544376,77.23370106884302,Drizzle,City Street,Morning,26,0
28.45015550060536,77.05507196801658,Rain,Highway,Late Night,80,2
28.630506583064506,77.28385166014466,Clear,Residential,Night,37,0
28.585583633177706,77.00474705982859,Drizzle,City Street,Evening,48,1
28.505043218890123,76.9677239478244,Clouds,Intersection,Morning,29,0
28.617526923356195,76.87728372442747,Drizzle,Market Area,Late Night,43,1
28.724499986023712,76.86499314781324,Fog,Highway,Morning,58,1
28.801790593079403,77.14811689053147,Fog,Highway,Morning,79,2
28.802576569350403,77.01324993636098,Clear,City Street,Afternoon,8,0
28.674659500205117,77.15567962282171,Clouds,Residential,Afternoon,28,0
28.76269826914637,76.98280273902178,Drizzle,Intersection,Late Night,88,2
28.675353468670018,76.86771098092794,Clouds,Residential,Late Night,39,0
28.787214378140693,77.2120687754378,Fog,Highway,Late Night,95,2
28.775065454877893,77.18720066212045,Drizzle,Highway,Afternoon,41,1
28.421591800587635,77.03464227858302,Fog,Intersection,Evening,94,2
28.811657500473984,77.17335573655143,Fog,City Street,Evening,72,1
28.681523471370838,76.93001743821296,Clouds,Market Area,Night,52,1
28.40878157548878,76.96832252413004,Drizzle,Highway,Morning,39,0
28.793551166184553,76.9172353922529,Clouds,Residential,Late Night,60,1
28.6128727388127,76.86887104666398,Rain,Residential,Afternoon,40,0
28.45309190544005,77.16569899690272,Clear,Intersection,Night,67,1
28.47288758490773,76.94727591316027,Thunderstorm,Residential,Night,100,2
28.785274966493922,77.18803165631222,Fog,Market Area,Morning,66,1
28.4443567856814,77.03910493214414,Fog,Market Area,Morning,66,1
28.42239686109459,76.85680430874508,Rain,Intersection,Afternoon,79,2
28.755111913549484,77.25123992199141,Clouds,Intersection,Late Night,50,1
28.622634994192346,77.30332833122864,Clouds,Highway,Night,62,1
28.782391223549077,76.84808458342751,Drizzle,Market Area,Late Night,71,1
28.512443083888957,76.96121828653972,Rain,Market Area,Night,79,2
28.670462565894816,77.00815687684901,Fog,Residential,Afternoon,58,1
28.54062106277344,77.27821886919993,Drizzle,Residential,Late Night,55,1
28.868773476407988,77.0083511260464,Drizzle,Intersection,Evening,71,1
28.682778761729995,77.00404980552474,Clouds,Market Area,Afternoon,16,0
28.834379920718824,76.99842888878604,Fog,Intersection,Evening,97,2
28.581165934596374,76.90009268885738,Fog,Market Area,Evening,88,2
28.473091741034356,76.84722931902301,Clouds,Market Area,Evening,35,0
28.71153589623317,77.10967378097472,Clear,City Street,Afternoon,29,0
28.474171929685994,77.1076676482815,Clear,Residential,Afternoon,3,0
28.518608276303016,77.18510244121283,Fog,City Street,Late Night,88,2
28.641362164229278,76.99800261729335,Clear,Residential,Afternoon,21,0
28.759342038113605,77.09485207799149,Rain,Residential,Night,80,2
28.77597776465268,77.28960468158982,Clear,Residential,Late Night,43,1
28.53065715392229,77.06870828393518,Rain,Highway,Night,87,2
28.51444356783645,77.23968658552636,Clouds,Intersection,Night,61,1
28.782845891609142,76.87221503243552,Clear,Intersection,Evening,66,1
28.661430762205836,76.92221906147736,Drizzle,Highway,Evening,62,1
28.425222823930397,77.3180878559436,Fog,Residential,Morning,57,1
28.70471624580592,77.0874271798175,Clouds,Residential,Late Night,53,1
28.47777463528616,77.10698907352536,Drizzle,Highway,Morning,43,1
28.5513996752118,76.98633208156025,Thunderstorm,Highway,Evening,92,2
28.76176227702663,77.31328091517065,Clouds,Highway,Morning,41,1
28.52542938677476,76.84305779775225,Rain,City Street,Evening,65,1
28.61693920557218,76.88877247176933,Rain,Intersection,Late Night,100,2
28.818148077420684,77.3136480643243,Thunderstorm,Residential,Night,85,2
28.66003828813373,77.2296435101315,Clouds,Highway,Evening,56,1
28.714049331625898,77.10139350981133,Clouds,Market Area,Late Night,30,0
28.658127377063032,77.25436783370316,Drizzle,Intersection,Afternoon,47,1
28.552659293855434,77.28278192263384,Thunderstorm,City Street,Night,86,2
28.46563521804789,77.10306268754171,Fog,Market Area,Night,91,2
28.54155225208268,77.1531998893769,Clouds,Residential,Evening,40,0
28.43609675940932,76.96592968030313,Fog,Market Area,Afternoon,51,1
28.54367944659857,77.22323374882286,Clouds,Highway,Late Night,56,1
28.547404484493782,76.97484038994125,Fog,Highway,Late Night,90,2
28.47429454530891,77.30409668747748,Clouds,Residential,Night,26,0
28.87719341660406,77.28803469387003,Thunderstorm,Highway,Late Night,100,2
28.53142091552036,76.94669834577614,Thunderstorm,Highway,Evening,100,2
28.471439589690753,77.13869343843459,Drizzle,Intersection,Evening,67,1
28.603053570534374,77.08258554842112,Rain,Residential,Afternoon,45,1
28.747587996560846,77.16015024011485,Thunderstorm,Market Area,Afternoon,59,1
28.69318516802754,76.90172343431229,Rain,Intersection,Afternoon,81,2
28.693560746489354,77.08204397199009,Rain,City Street,Afternoon,58,1
28.724053286150944,77.20496160473381,Clouds,City Street,Afternoon,13,0
28.503456722792002,77.27559916190697,Thunderstorm,Intersection,Evening,100,2
28.815420431992134,77.10350457052141,Rain,City Street,Evening,54,1
28.765963006964935,77.22775663029483,Clear,Highway,Evening,49,1
28.58990013974856,77.16310703081902,Fog,Market Area,Afternoon,59,1
